Keyword,AMZ Search Volume,Google Search Volume,Google CPC,Google Competition
mileage and fuel log book with receipt holder,3260,0.0,0.00,Low
space dot markers activity book for kids,3260,0.0,0.00,Low
cursive writing practice book for adults,3260,20.0,0,High
creepy kawaii pastel goth composition notebook,3259,0.0,0.00,Low
autumn activity book for kids ages 4-8,3259,0.0,0.00,Low
missing vowels word search puzzle books for adults,3259,0.0,0,Low
daily handwriting practice cursive,3259,0.0,0,Low
bill tracker notebook monthly bills organize,3258,0.0,0,Low
cute composition notebook college rule,3257,0.0,0.00,Low
journal / notebook with calendar and pocket,3257,0.0,0.00,Low
career journal stencils for bullet journaling,3257,0.0,0.00,Low
mothers journal for her children,3257,0.0,0.00,Low
mileage book for small business owner,3257,0.0,0.00,Low
color activity book for kids ages 4-8,3257,0.0,0.00,Low
for my child a mothers keepsake journal,3256,0.0,0.00,Low
multi subject notebook with pockets,3255,0.0,0.00,Low
color activity for kids ages 4-8,3255,0.0,0.00,Low
easy autumn coloring book coloring book cafe,3255,0.0,0.00,Low
hangul writing practice notebook,3255,0.0,0,Low
fish composition notebook,3252,0.0,0.00,Low
nice composition notebook,3250,0.0,0.00,Low
beach activities for kids,3250,0.0,0.00,Low
dino composition notebook,3249,0.0,0.00,Low
deer composition notebook,3249,0.0,0.00,Low
5x8 notebook with pockets,3248,0.0,0.00,Low
calming activity for kids,3247,0.0,0.00,Low
color quest coloring book,3246,30.0,0.27,High
boho composition notebook,3246,10.0,0.75,High
duck composition notebook,3246,0.0,0.00,Low
moleskine pocket notebook,3246,0.0,0.00,Low
horse activities for kids,3246,0.0,0.00,Low
rose composition notebook,3245,0.0,0.00,Low
color happy coloring book,3244,50.0,0.98,High
dreams journal cloud pink,3244,0.0,0.00,Low
a daily journal for women,3244,0.0,0.00,Low
daily achievement journal,3244,0.0,0.00,Low
ramadan activity for kids,3244,0.0,0.00,Low
goth composition notebook,3243,0.0,0.00,Low
girl composition notebook,3243,0.0,0.00,Low
snow composition notebook,3243,0.0,0.00,Low
good story books for kids,3243,0.0,0.00,Low
panda story book for kids,3243,0.0,0.00,Low
moon composition notebook,3242,0.0,0.00,Low
sage composition notebook,3242,0.0,0.00,Low
house activities for kids,3242,0.0,0.00,Low
shape activities for kids,3242,0.0,0.00,Low
writing practice for kids,3242,0.0,0,Low
hand writing practice for adult,3242,0.0,0,Low
a daily gratitude journal,3241,10.0,0.00,Low
composition notebooks for,3241,0.0,0.00,Low
flag composition notebook,3241,0.0,0.00,Low
fall composition notebook,3241,0.0,0.00,Low
chic composition notebook,3241,0.0,0.00,Low
pink notary journal hardcover,3241,0.0,0.00,Low
hustle planner by start planner,3241,0.0,0.00,Low
empty comic book for drawing,3241,0.0,0.00,Low
globe guest book alternative,3241,0.0,0.00,Low
story coloring books for kids,3241,0.0,0.00,Low
tagalog story books for kids,3241,0.0,0.00,Low
artist projector for tracing,3241,0.0,0.00,Low
korean writing practice book,3241,50.0,0,High
color with mom coloring book,3240,90.0,0.51,High
splash of color coloring book,3240,40.0,0.59,High
easter dot markers activity boo,3240,0.0,0.00,Low
easter dot marker activity book,3239,0.0,0.00,Low
daily diet and exercise journal,3238,0.0,0.00,Low
hebrew writing practice book,3238,0.0,0,Low
kids practice writing workbook,3238,0.0,0,Low
adams mileage log book for car,3237,0.0,0.00,Low
subject notebook with pockets,3236,70.0,1.11,High
cursive writing practice books,3236,0.0,0,Low
arabic writing practice book,3236,110.0,0,High
daily accountability journal,3235,20.0,0.00,High
90 days exercise & diet journal,3235,0.0,0.00,Low
auto mileage log record book,3235,0.0,0.00,Low
story coloring book for kids,3235,0.0,0.00,Low
missing vowel word search book,3235,0.0,0,Low
prayer and gratitude journal,3234,110.0,2.69,High
pink notary journal for women,3234,0.0,0.00,Low
chinese writing practice book,3234,0.0,0,Low
auto mileage log book for women,3233,0.0,0.00,Low
color in reverse coloring book,3233,0.0,0.00,Low
decomposition notebook pocket,3232,0.0,0.00,Low
work hours and mileage log book,3232,0.0,0.00,Low
music books for toddlers 1-3,3232,0.0,0.00,Low
number tracing for preschool,3232,0.0,0.00,Low
expense notebook with pockets,3231,0.0,0.00,Low
caliber notebook with pocket,3231,0.0,0.00,Low
journal stickers for journaling,3231,0.0,0.00,Low
drawing board for toddlers 1-3,3231,0.0,0.00,Low
abeka planner,3229,10.0,11.62,High
6x9 notebook with pocket,3229,0.0,0.00,Low
leather planner,3228,2900.0,2.24,High
boho calendar,3228,260.0,0.57,High
daily depression journal,3228,20.0,2.30,High
dog notebook composition,3228,0.0,0.00,Low
doodle for kids ages 4-8,3228,0.0,0.00,Low
shape tracing,3228,0.0,0.00,Low
cursive tracing workbook,3228,0.0,0.00,Low
phone tracker,3227,90500.0,1.31,High
muslim gratitude journal,3227,30.0,0.43,High
elf composition notebook,3227,0.0,0.00,Low
lash log book,3227,0.0,0.00,Low
mileage log book for men,3227,0.0,0.00,Low
baby calendar,3227,0.0,0.00,Low
book calendar,3226,5400.0,8.42,High
big composition notebook,3226,140.0,0.39,High
peony planner,3226,40.0,0.69,High
6x8 notebook with pocket,3226,0.0,0.00,Low
spring activity for kids,3226,0.0,0.00,Low
pet composition notebook,3225,0.0,0.00,Low
prayer journals for boys,3225,0.0,0.00,Low
free calendar,3224,18100.0,2.90,High
prayer gratitude journal,3224,110.0,2.69,High
daily positivity journal,3224,50.0,0.87,High
cna notebook pocket size,3224,0.0,0.00,Low
kid activity book ages 8,3224,0.0,0.00,Low
anual planner,3224,0.0,0.00,Low
puzzles books for adults,3224,0.0,0.00,Low
trace cursive,3224,0.0,0.00,Low
pulse tracker,3223,480.0,1.43,High
mileage tracker log book,3223,0.0,0.00,Low
exams tracker,3223,0.0,0.00,Low
coach planner,3222,1300.0,1.10,High
nanny planner,3222,70.0,0.78,High
art composition notebook,3222,10.0,0.72,High
rain log book,3222,0.0,0.00,Low
daily tracker,3221,4400.0,2.00,High
sugar tracker,3221,480.0,3.49,High
labor tracker,3221,210.0,35.38,High
baker journal,3221,30.0,0.35,High
fox composition notebook,3221,0.0,0.00,Low
meds log book,3221,0.0,0.00,Low
books puzzles for adults,3221,0.0,0.00,Low
learn tracing,3221,0.0,0.00,Low
no trace tape,3221,0.0,0.00,Low
fish calendar,3220,9900.0,1.02,High
dream planner,3220,880.0,1.05,High
2022 log book,3220,10.0,0.00,High
color cute coloring book,3220,10.0,0.26,High
goofy journal,3220,0.0,0.00,Low
funky journal,3220,0.0,0.00,Low
fun story books for kids,3220,0.0,0.00,Low
trace moroney,3220,0.0,0.00,Low
deck log book,3219,880.0,0.60,High
alien tracker,3219,480.0,0.32,High
final planner,3219,320.0,0.63,High
color animals coloring book,3219,40.0,0.49,High
grow log book,3219,0.0,0.00,Low
blank music sheets notebook,3219,0.0,0.00,Low
price tracker,3218,110000.0,4.91,High
bike log book,3218,90.0,0.44,High
grape composition notebook,3218,0.0,0.00,Low
corgi composition notebook,3218,0.0,0.00,Low
ghost composition notebook,3218,0.0,0.00,Low
prayer affirmation journal,3218,0.0,0.00,Low
book loan log,3218,0.0,0.00,Low
mileage and gas log book,3218,0.0,0.00,Low
school activities for kids,3218,0.0,0.00,Low
travel activity for kids,3218,0.0,0.00,Low
funeral sign in guest book,3218,0.0,0.00,Low
kawaii composition notebook,3217,50.0,0.97,High
funny composition notebook,3217,0.0,0.00,Low
my journal bamnamu journals,3217,0.0,0.00,Low
doctor activities for kids,3217,0.0,0.00,Low
purple composition notebook,3216,480.0,1.23,High
retro composition notebook,3216,0.0,0.00,Low
sheep composition notebook,3216,0.0,0.00,Low
gratitude journal for teens,3216,0.0,0.00,Low
travel activities for kids,3216,0.0,0.00,Low
word scramble game for kids,3216,0.0,0,Low
gas and mileage record book,3215,0.0,0.00,Low
faith planner happy planner,3214,480.0,0.81,High
nice composition notebooks,3214,0.0,0.00,Low
gnome composition notebook,3214,0.0,0.00,Low
writing activities for kids,3214,0.0,0.00,Low
night story books for kids,3214,0.0,0.00,Low
alphabets tracing workbook,3214,0.0,0.00,Low
color wonder coloring book,3213,320.0,0.76,High
nifty composition notebook,3213,0.0,0.00,Low
flora composition notebook,3213,0.0,0.00,Low
heart composition notebook,3213,0.0,0.00,Low
piano composition notebook,3213,0.0,0.00,Low
brain sheet pocket notebook,3213,0.0,0.00,Low
ramadan activities for kids,3213,0.0,0.00,Low
marker dots activity books,3213,0.0,0.00,Low
quran story books for kids,3213,0.0,0.00,Low
bunny composition notebook,3212,0.0,0.00,Low
geode composition notebook,3212,0.0,0.00,Low
daily inspirational journal,3212,0.0,0.00,Low
cutting activities for kids,3212,0.0,0.00,Low
missing vowels word search,3212,0.0,0,Low
cat books for toddlers 1-3,3211,0.0,0.00,Low
outside activities for kids,3211,0.0,0.00,Low
calming activities for kids,3211,0.0,0.00,Low
blank story books for kids,3211,0.0,0.00,Low
missing vowels puzzle books,3211,0.0,0,Low
angel composition notebook,3210,0.0,0.00,Low
grapes composition notebook,3210,0.0,0.00,Low
kwanzaa activities for kids,3210,0.0,0.00,Low
audio story books for kids,3210,0.0,0.00,Low
missing vowels puzzle book,3210,0.0,0,Low
daily manifestation journal,3209,0.0,0.00,Low
bible story books for kids,3209,0.0,0.00,Low
anime composition notebook,3208,20.0,0.60,High
gamer composition notebooks,3208,0.0,0.00,Low
ramen composition notebook,3208,0.0,0.00,Low
prayer activities for kids,3208,0.0,0.00,Low
cat story book for kids,3205,0.0,0.00,Low
number practice writing,3205,0.0,0,Low
kawaii notebooks sanrio,3204,0.0,0.00,Low
arabic writing practice,3204,1600.0,0,High
blank gratitude journal,3202,20.0,2.22,High
daily christian journal,3201,110.0,1.55,High
pocket journal notebook,3201,10.0,3.12,High
sketch and scratch book,3200,0.0,0.00,Low
puzzles book for adults,3200,0.0,0.00,Low
panda gratitude journal,3199,0.0,0.00,Low
beach activity for kids,3199,0.0,0.00,Low
ninja for kids ages 4-8,3199,0.0,0.00,Low
cat activities for kids,3198,0.0,0.00,Low
puzzle book for seniors,3198,0.0,0.00,Low
korean writing practice,3198,0.0,0,Low
mileage and expense log,3197,50.0,6.40,High
prayer requests journal,3197,0.0,0.00,Low
prayer tracking journal,3197,0.0,0.00,Low
daily inventory journal,3196,10.0,1.62,High
art composition notebooks,3196,0.0,0.00,Low
gift composition notebook,3196,0.0,0.00,Low
fall gratitude journals,3196,0.0,0.00,Low
snacks for toddlers 1-3,3196,0.0,0.00,Low
daily spiritual journal,3195,20.0,0.89,High
color magic coloring book,3195,10.0,0.50,High
quick gratitude journal,3195,0.0,0.00,Low
music activities for kids,3195,0.0,0.00,Low
quilt activity for kids,3195,0.0,0.00,Low
empty comic book for kids,3195,0.0,0.00,Low
cursive practice adults,3195,210.0,0,High
cars composition notebook,3194,0.0,0.00,Low
boy composition notebooks,3194,0.0,0.00,Low
nightly gratitude journal,3194,0.0,0.00,Low
5minute gratitude journal,3194,0.0,0.00,Low
daily mindfulness journal,3194,0.0,0.00,Low
blank story book for kids,3194,0.0,0.00,Low
happy color coloring book,3193,110.0,4.43,High
ants composition notebook,3193,0.0,0.00,Low
prayers journal for women,3193,0.0,0.00,Low
missing vowel puzzle book,3193,0.0,0,Low
auto mileage log book for,3192,0.0,0.00,Low
kids bedtime stories book,3192,0.0,0.00,Low
mindful gratitude journal,3191,50.0,1.29,High
live in gratitude journal,3191,0.0,0.00,Low
flight logbook for pilots,3191,0.0,0.00,Low
mileage and fuel log book,3190,0.0,0.00,Low
cursive practice for kids,3190,0.0,0,Low
missing vowel word search,3189,110.0,0.94,High
bear composition notebook,3188,0.0,0.00,Low
days of gratitude journal,3187,0.0,0.00,Low
fall story books for kids,3187,0.0,0.00,Low
science activity for kids,3186,0.0,0.00,Low
kids cursive writing book,3185,0.0,0,Low
daily creative journal,3182,10.0,1.52,High
kids gratitude journal,3182,0.0,0.00,Low
sewing practice sheets,3182,880.0,0,High
accountability tracker,3181,320.0,9.15,High
composition notebook -,3181,0.0,0.00,Low
fervent prayer journal,3180,20.0,0.53,High
small pocket notebooks,3180,0.0,0.00,Low
prophet story for kids,3179,0.0,0.00,Low
daily personal journal,3178,590.0,1.43,High
the comic book mystery,3178,10.0,0.00,High
easy gratitude journal,3177,10.0,1.91,High
boys gratitude journal,3177,0.0,0.00,Low
bills payments tracker,3177,0.0,0,Low
conceptis puzzle books,3176,10.0,0.00,High
male gratitude journal,3176,0.0,0.00,Low
rose gratitude journal,3176,0.0,0.00,Low
back to college school,3176,0.0,0.00,Low
yoga gratitude journal,3175,0.0,0.00,Low
stories books for kids,3175,0.0,0.00,Low
dotted sheets of paper,3174,720.0,0.24,High
mens gratitude journal,3174,0.0,0.00,Low
daily positive journal,3174,0.0,0.00,Low
daily sobriety journal,3174,0.0,0.00,Low
mini diabetes log book,3174,0.0,0.00,Low
abc and number tracing,3174,0.0,0.00,Low
shapes tracing stencil,3174,0.0,0.00,Low
birth planner,3173,27100.0,1.57,High
food log book,3173,110.0,0.59,High
mini gratitude journal,3173,50.0,0.99,High
pool log book,3173,50.0,1.52,High
4x6 notebook with pocket,3173,0.0,0.00,Low
mileage expense log book,3173,0.0,0.00,Low
shift log & mileage book,3173,0.0,0.00,Low
back to school college,3173,0.0,0.00,Low
fun back to school gifts,3173,0.0,0.00,Low
miles tracker,3173,0.0,0.00,Low
email tracker,3172,27100.0,8.72,High
cycle tracker,3172,14800.0,7.77,High
green journal,3172,4400.0,3.05,High
poker tracker,3172,4400.0,0.00,High
mars calendar,3172,1000.0,3.30,High
daily exercise journal,3172,140.0,1.16,High
prayer tracker journal,3172,0.0,0.00,Low
daily intentions journal,3172,0.0,0.00,Low
daily manifest journal,3172,0.0,0.00,Low
daily psalmful journal,3172,0.0,0.00,Low
name log book,3172,0.0,0.00,Low
bride planner,3172,0.0,0.00,Low
puzzles book for adult,3172,0.0,0.00,Low
car story books for kids,3172,0.0,0.00,Low
no trace nail,3172,0.0,0.00,Low
missing vowels puzzles,3172,0.0,0,Low
bible cryptogram puzzles,3172,30.0,0.54,High
sales tracker,3171,5400.0,20.45,High
ghost tracker,3171,4400.0,2.71,High
point tracker,3171,1900.0,4.13,High
shift tracker,3171,590.0,17.66,High
pink gratitude journal,3171,50.0,0.88,High
the links prayer journal,3171,0.0,0.00,Low
cats gratitude journal,3171,0.0,0.00,Low
daily coloring journal,3171,0.0,0.00,Low
mileage journal log book,3171,0.0,0.00,Low
indoor activity for kids,3171,0.0,0.00,Low
doctor activity for kids,3171,0.0,0.00,Low
game activities for kids,3171,0.0,0.00,Low
back 2 school,3171,0.0,0.00,Low
globe journal,3170,140.0,0.00,High
navy log book,3170,90.0,0.60,High
amber journal,3170,20.0,0.00,High
kakao planner,3170,20.0,0.66,High
baker planner,3170,10.0,0.85,High
couple gratitude journal,3170,0.0,0.00,Low
book log kids,3170,0.0,0.00,Low
gas and mileage log book,3170,0.0,0.00,Low
tablets for toddlers 1-3,3170,0.0,0.00,Low
color cafe coloring book,3170,0.0,0.00,Low
kids bedtime story books,3170,0.0,0.00,Low
number tracing books for,3170,0.0,0.00,Low
sport tracker,3169,6600.0,0.95,High
apple journal,3169,2900.0,3.53,High
grace journal,3169,140.0,0.48,High
rose calendar,3169,110.0,0.25,High
prayers journal for kids,3169,0.0,0.00,Low
drawing for toddlers 1-3,3169,0.0,0.00,Low
flight activity for kids,3169,0.0,0.00,Low
sports cup for boys 9-13,3169,0.0,0.00,Low
chinese writing practice,3169,0.0,0,Low
food calendar,3168,1900.0,0.73,High
emily journal,3168,40.0,0.00,High
church activity for kids,3168,0.0,0.00,Low
bible cryptograms puzzle,3168,0.0,0,Low
diet calendar,3167,590.0,2.55,High
poop calendar,3167,390.0,0.39,High
dog story books for kids,3167,0.0,0.00,Low
writing practice for kid,3167,0.0,0,Low
empty planner,3166,110.0,1.64,High
asian planner,3166,70.0,1.47,High
sketch book x,3166,10.0,0.00,High
5x7 notebook with pocket,3166,0.0,0.00,Low
game log book,3166,0.0,0.00,Low
hair log book,3166,0.0,0.00,Low
book coloring,3166,0.0,0.00,Low
tarot tracker,3166,0.0,0.00,Low
tracing for preschoolers,3166,0.0,0.00,Low
mileage and expense book,3165,0.0,0.00,Low
good journals,3164,880.0,1.70,High
legal planner,3164,170.0,3.16,High
family gratitude journal,3164,70.0,0.91,High
email planner,3164,70.0,10.97,High
artsy planner,3164,40.0,1.58,High
herb log book,3164,0.0,0.00,Low
animal activity for kids,3164,0.0,0.00,Low
spend tracker,3164,0.0,0.00,Low
auto log book,3162,110.0,1.12,High
daily motivation journal,3162,0.0,0.00,Low
blank piano music sheets,3162,0.0,0.00,Low
pocket sized notebook,3160,0.0,0.00,Low
cursive tracing board,3160,0.0,0.00,Low
excel math worksheets,3160,110.0,0,High
calendars for seniors,3158,90.0,0.76,High
mileage log book 2022,3158,0.0,0.00,Low
dot dot activity book,3158,0.0,0.00,Low
prayer prompt journal,3157,0.0,0.00,Low
puzzle activity books,3157,0.0,0.00,Low
alphabetical log book,3156,0.0,0.00,Low
chest pocket notebook,3155,0.0,0.00,Low
yearly prayer journal,3155,0.0,0.00,Low
griddlers puzzle book,3155,0.0,0.00,Low
pattern tracing paper,3155,0.0,0.00,Low
prayer bullet journal,3154,110.0,0.46,High
cute cats composition,3154,0.0,0.00,Low
spiral prayer journal,3153,30.0,1.18,High
auto log book mileage,3153,0.0,0.00,Low
wedding kids activity,3153,0.0,0.00,Low
dot art activity book,3152,40.0,0.69,High
monthly bills tracker,3152,140.0,15.47,High
daily drawing journal,3151,50.0,0.88,High
daily expense journal,3151,10.0,1.38,High
women prayer journals,3151,0.0,0.00,Low
kids cursive practice,3151,0.0,0,Low
kids practice writing,3151,0.0,0,Low
practice writing kids,3151,0.0,0,Low
kawaii axolotl notebook,3150,0.0,0.00,Low
4 x 6 pocket notebook,3150,0.0,0.00,Low
cute gratitude journals,3150,0.0,0.00,Low
prayer notebook journal,3150,0.0,0.00,Low
daily financial journal,3150,0.0,0.00,Low
logbook organizer pilot,3150,0.0,0.00,Low
missing vowels puzzle,3150,0.0,0,Low
prayer activity journal,3149,0.0,0.00,Low
famous kids story books,3149,0.0,0.00,Low
number tracing for kids,3149,0.0,0.00,Low
hebrew writing practice,3149,110.0,0,High
daily pregnancy journal,3148,30.0,0.99,High
bible gratitude journal,3148,0.0,0.00,Low
diy story book for kids,3148,0.0,0.00,Low
back to school backpack,3147,0.0,0.00,Low
prayer journal for boys,3146,0.0,0.00,Low
child gratitude journal,3146,0.0,0.00,Low
tracing for mindfulness,3146,0.0,0.00,Low
daily happiness journal,3145,20.0,1.57,High
kawaii notebooks spiral,3145,0.0,0.00,Low
kawaii journal notebook,3144,20.0,2.05,High
lined gratitude journal,3143,0.0,0.00,Low
kids bedtime story book,3143,0.0,0.00,Low
prayers journal for men,3142,0.0,0.00,Low
night gratitude journal,3140,0.0,0.00,Low
puzzle activities books,3140,0.0,0.00,Low
daily check in journal,3127,260.0,1.52,High
breast pocket notebook,3127,10.0,0.67,High
love gratitude journal,3127,0.0,0.00,Low
welcome back to school,3127,0.0,0.00,Low
daily business journal,3126,140.0,2.97,High
prayer on fire journal,3126,0.0,0.00,Low
kawaii notebook spiral,3125,0.0,0.00,Low
a daily prayer journal,3125,0.0,0.00,Low
guests book graduation,3124,0.0,0.00,Low
daily journal for kids,3123,0.0,0.00,Low
daily mileage log book,3122,10.0,0.70,High
prayer writing journal,3122,0.0,0.00,Low
daily tracking journal,3122,0.0,0.00,Low
girl gratitude journal,3121,0.0,0.00,Low
gold gratitude journal,3121,0.0,0.00,Low
daily memories journal,3121,0.0,0.00,Low
prayer request journal,3120,0.0,0.00,Low
writing practice books,3120,0.0,0,Low
cute corgi composition,3119,0.0,0.00,Low
truck mileage log book,3118,20.0,1.25,High
prayer fasting journal,3118,0.0,0.00,Low
kid story writing book,3118,0.0,0.00,Low
daily recovery journal,3117,0.0,0.00,Low
daily examen journal,3115,50.0,1.79,High
shapes tracing board,3115,0.0,0.00,Low
the comic book bible,3114,1600.0,1.36,High
prayer bible journal,3114,0.0,0.00,Low
daily womens journal,3114,0.0,0.00,Low
art notebooks kawaii,3112,0.0,0.00,Low
daily growth journal,3112,0.0,0.00,Low
gnome back to school,3112,0.0,0.00,Low
girls back to school,3112,0.0,0.00,Low
pre writing practice,3112,90.0,0,High
back to school board,3111,0.0,0.00,Low
senior puzzles books,3111,0.0,0.00,Low
kids travel activity,3109,0.0,0.00,Low
staff back to school,3109,0.0,0.00,Low
sonic letter tracing,3109,0.0,0.00,Low
going back to school,3108,4400.0,63.51,High
color coloring books,3108,70.0,0.50,High
mileage tracker book,3108,50.0,0.95,High
teens prayer journal,3108,0.0,0.00,Low
happy back to school,3108,0.0,0.00,Low
numbers tracing book,3108,0.0,0.00,Low
daily review journal,3107,40.0,0.82,High
daily memory journal,3107,30.0,1.21,High
book comic for girls,3107,0.0,0.00,Low
tracing for toddlers,3107,0.0,0.00,Low
missing vowel puzzle,3107,0.0,0,Low
prayer daily journal,3106,0.0,0.00,Low
lined prayer journal,3106,0.0,0.00,Low
travel kids activity,3106,0.0,0.00,Low
sketch practice book,3106,0.0,0.00,Low
sleep story for kids,3106,0.0,0.00,Low
comic coloring books,3105,260.0,0.50,High
lined pocket notebook,3105,10.0,1.69,High
small prayer journals,3105,0.0,0.00,Low
woman prayer journal,3105,0.0,0.00,Low
daily walking journal,3105,0.0,0.00,Low
outdoor activity kids,3105,0.0,0.00,Low
plates back to school,3105,0.0,0.00,Low
puzzle activity book,3105,0.0,0.00,Low
daily morning journal,3104,50.0,1.22,High
inmate prayer journal,3104,0.0,0.00,Low
blank prayer journals,3104,0.0,0.00,Low
undated journal daily,3104,0.0,0.00,Low
missing vowel puzzles,3104,0.0,0,Low
kids writing practice,3104,0.0,0,Low
small pocket notebook,3103,0.0,0.00,Low
abc for kids ages 4-8,3103,0.0,0.00,Low
back to middle school,3103,0.0,0.00,Low
buffalo trace bourbon,3103,0.0,0.00,Low
bills payment tracker,3103,1000.0,9.63,High
daily venting journal,3102,0.0,0.00,Low
school activity table,3102,0.0,0.00,Low
stories book for kids,3102,0.0,0.00,Low
gospel story for kids,3102,0.0,0.00,Low
line tracing workbook,3102,0.0,0.00,Low
astrological calendar,3101,9900.0,0.28,High
daily success journal,3101,10.0,1.27,High
logbook for passwords,3101,0.0,0.00,Low
ramadan kids activity,3101,0.0,0.00,Low
games book of puzzles,3101,0.0,0.00,Low
writing practice kids,3101,0.0,0,Low
field notebook,3100,0.9,"3,500.00",
science activity kids,3099,0.0,0.00,Low
undated daily journal,3098,40.0,1.42,High
japan notebook kawaii,3098,0.0,0.00,Low
story boards for kids,3098,0.0,0.00,Low
field pocket notebook,3097,0.0,0.00,Low
cursive practice book,3097,0.0,0,Low
weekly prayer journal,3096,20.0,1.14,High
doodle prayer journal,3096,10.0,0.00,High
daily prompts journal,3096,0.0,0.00,Low
mini mileage log book,3096,0.0,0.00,Low
preppy back to school,3096,0.0,0.00,Low
twin sheets pink polka dot,3085,0.0,0.00,Low
bluetooth tracker,3066,6600.0,1.16,High
yearly daily journal,3061,0.0,0.00,Low
mileage gas log book,3061,0.0,0.00,Low
back to school teens,3061,0.0,0.00,Low
short story for kids,3061,0.0,0.00,Low
number tracing books,3061,0.0,0.00,Low
daily dream journals,3060,0.0,0.00,Low
logbook for password,3060,0.0,0.00,Low
women prayer journal,3059,0.0,0.00,Low
daily poetry journal,3059,0.0,0.00,Low
amazing puzzles book,3058,90.0,0.29,High
daily travel journal,3058,40.0,0.66,High
pocket idea notebook,3058,0.0,0.00,Low
annual daily journal,3058,0.0,0.00,Low
tattoo sketches book,3058,0.0,0.00,Low
kawaii mini notebook,3057,480.0,0.35,High
kawaii notebooks set,3057,0.0,0.00,Low
empty prayer journal,3057,0.0,0.00,Low
warships puzzle book,3057,0.0,0.00,Low
glider pilot logbook,3056,40.0,0.42,High
greatfulness journal,3056,10.0,0.00,High
girls prayer journal,3056,0.0,0.00,Low
diet planner journal,3056,0.0,0.00,Low
daily record journal,3056,0.0,0.00,Low
sketch coloring book,3055,320.0,0.35,High
prayer notes journal,3055,0.0,0.00,Low
color prayer journal,3055,0.0,0.00,Low
travel activity kids,3055,0.0,0.00,Low
fashion sketch books,3055,0.0,0.00,Low
missing vowels books,3055,0.0,0,Low
workout notebook log,3054,1000.0,0.56,High
bible prayer journal,3054,50.0,1.04,High
daily doodle journal,3054,40.0,0.88,High
men's prayer journal,3054,0.0,0.00,Low
prayer faith journal,3054,0.0,0.00,Low
shirt back to school,3054,0.0,0.00,Low
tracing alphabet for,3054,0.0,0.00,Low
bills tracker sheets,3053,0.0,0,Low
kids cursive writing,3053,0.0,0,Low
pink writing journal,3052,0.0,0.00,Low
abc tracing workbook,3052,0.0,0.00,Low
small prayer journal,3051,10.0,1.67,High
astrological planner,3050,260.0,2.12,High
pocket size notebook,3050,0.0,0.00,Low
hangman puzzle book,3048,10.0,0.48,High
men's daily journal,3048,0.0,0.00,Low
warship puzzle book,3048,0.0,0.00,Low
daily pause journal,3047,50.0,0.69,High
cute daily journals,3047,0.0,0.00,Low
daily blank journal,3047,0.0,0.00,Low
blue prayer journal,3046,0.0,0.00,Low
dotted sheets queen,3046,0.0,0.00,Low
daily spell journal,3045,30.0,0.41,High
daily notes journal,3045,20.0,0.69,High
daily pages journal,3045,20.0,1.15,High
guest comments book,3045,0.0,0.00,Low
memory puzzle books,3044,0.0,0.00,Low
comics drawing book,3044,0.0,0.00,Low
mileage and gas log,3043,90.0,0.87,High
pink notary journal,3043,40.0,1.29,High
violin music sheets,3043,0.0,0.00,Low
comic coloring book,3043,0.0,0.00,Low
mileage record book,3042,140.0,1.17,High
inmate puzzle books,3042,0.0,0.00,Low
scramble words game,3042,8100.0,2.53,High
vehicle mileage log,3041,480.0,4.14,High
cute bible journals,3041,90.0,1.46,High
a sketch a day book,3041,90.0,0.49,High
kawaii notebook set,3041,0.0,0.00,Low
bird sketching book,3041,0.0,0.00,Low
journal and planner,3040,6600.0,1.43,High
bridges puzzle book,3040,0.0,0.00,Low
mileage tracker log,3039,70.0,3.12,High
hiking log book for,3039,0.0,0.00,Low
back to school tees,3039,0.0,0.00,Low
square sketch books,3039,0.0,0.00,Low
daily macro journal,3038,0.0,0.00,Low
dragon sketch books,3038,0.0,0.00,Low
back to school backdrop,10000,0.0,0.00,Low
dot a dot activity book,9999,0.0,0.00,Low
fill it in puzzle books,9998,1000.0,0.83,High
junk journaling journal,9998,0.0,0.00,Low
diy activities for kids,9998,0.0,0.00,Low
bongos for toddlers 1-3,9991,0.0,0.00,Low
bee activities for kids,9991,0.0,0.00,Low
guests book for wedding,9991,0.0,0.00,Low
diet journals for women,9987,0.0,0.00,Low
gratitude journal daily,9983,40.0,1.35,High
a5 composition notebook,9975,70.0,0.57,High
diet & fitness journal,9935,210.0,1.42,High
crossword puzzle books,9932,0.0,0.00,Low
for toddlers 1-3 girls,9929,0.0,0.00,Low
activity kids ages 6-8,9916,0.0,0.00,Low
log book for diabetics,9902,1300.0,0.84,High
5 subject notebook,9900,0.7,"10,000.00",
voicemail guest book,9889,590.0,5.30,High
back-to-school rules,9889,0.0,0.00,Low
floriography planner,9873,20.0,0.12,High
creepshow comic book,9866,2900.0,0.33,High
bug activity for kids,9866,0.0,0.00,Low
back to school gifts,9865,0.0,0.00,Low
abc practice writing,9862,0.0,0,Low
back to school banner,9861,0.0,0.00,Low
kakurasu puzzle book,9861,0.0,0.00,Low
dome mileage log book,9854,10.0,0.31,High
maze for toddlers 1-3,9848,0.0,0.00,Low
bee activity for kids,9843,0.0,0.00,Low
calcudoku puzzle book,9843,0.0,0.00,Low
parragon puzzle books,9842,40.0,0.80,High
gradebook and planner,9841,10.0,0.75,High
crossword puzzle book,9841,0.0,0.00,Low
book for toddlers 1-3,9834,0.0,0.00,Low
